"","Indicator","Urban","Rural","Total","NFHS4","state","Flag_Urban","Flag_Rural","Flag_Total","Flag_NFHS4"
"1835","1. Female population age 6 years and above who ever attended school (%)",94.7,83.4,85.9,83,"Meghalaya","","","",""
"1836","2. Population below age 15 years (%)",29.7,39.2,37.3,36.5,"Meghalaya","","","",""
"1837","3. Sex ratio of the total population (females per 1,000 males)",1118,1020,1039,1005,"Meghalaya","","","",""
"1838","4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",915,1001,989,1009,"Meghalaya","","","",""
"1839","5. Children under age 5 years whose birth was registered with the civil authority (%)",87.5,81.2,82.1,79.8,"Meghalaya","","","",""
"1840","6. Deaths in the last 3 years registered with the civil authority (%)",60.9,52.8,54.4,NA,"Meghalaya","","","",""
"1841","7. Population living in households with electricity (%)",97.3,90.6,91.9,91.8,"Meghalaya","","","",""
"1842","8. Population living in households with an improved drinking-water source1 (%)",93.6,75.6,79.2,70.3,"Meghalaya","","","",""
"1843","9. Population living in households that use an improved sanitation facility2 (%)",81.3,83.3,82.9,61.4,"Meghalaya","","","",""
"1844","10. Households using clean fuel for cooking3 (%)",76.7,21.7,33.7,21.8,"Meghalaya","","","",""
"1845","11. Households using iodized salt (%)",97.5,88.7,90.6,99.1,"Meghalaya","","","",""
"1846","12. Households with any usual member covered under a health insurance/financing scheme (%)",52.8,66.5,63.5,34.6,"Meghalaya","","","",""
"1847","13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",36.3,30.3,31.2,NA,"Meghalaya","","","",""
"1848","14. Women who are literate4 (%)",97.1,85.5,88.2,NA,"Meghalaya","","","",""
"1849","15. Men who are literate4 (%)",92.9,81.5,83.7,NA,"Meghalaya","","","",""
"1850","16. Women with 10 or more years of schooling (%)",61.4,27.3,35.1,33.6,"Meghalaya","","","",""
"1851","17. Men with 10 or more years of schooling (%)",63.9,27.7,34.7,34.5,"Meghalaya","","","",""
"1852","18. Women who have ever used the internet (%)",57.8,28,34.7,NA,"Meghalaya","","","",""
"1853","19. Men who have ever used the internet (%)",59.2,38.5,42.1,NA,"Meghalaya","","","",""
"1854","20. Women age 20-24 years married before age 18 years (%)",9.1,19.1,16.9,16.9,"Meghalaya","","","",""
"1855","21. Men age 25-29 years married before age 21 years (%)",4.8,20.8,17.9,13.6,"Meghalaya","Based on 25-49 unweighted cases","","",""
"1856","22. Total fertility rate (children per woman)",1.6,3.3,2.9,3,"Meghalaya","","","",""
"1857","23. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",3.2,8.4,7.2,8.6,"Meghalaya","","","",""
"1858","24. Adolescent fertility rate for women age 15-19 years5",18,58,49,48,"Meghalaya","","","",""
"1859","25. Neonatal mortality rate (NNMR)",14.2,20.6,19.8,18.3,"Meghalaya","Based on 25-49 unweighted cases","","",""
"1860","26. Infant mortality rate (IMR)",23.4,33.6,32.3,29.9,"Meghalaya","Based on 25-49 unweighted cases","","",""
"1861","27. Under-five mortality rate (U5MR)",23.4,42.6,40,39.6,"Meghalaya","","","",""
"1862","28. Any method6 (%)",25.9,27.8,27.4,24.3,"Meghalaya","","","",""
"1863","29. Any modern method6 (%)",21,22.9,22.5,21.9,"Meghalaya","","","",""
"1864","30. Female sterilization (%)",7.1,5.2,5.6,6.2,"Meghalaya","","","",""
"1865","31. Male sterilization (%)",0,0,0,0,"Meghalaya","","","",""
"1866","32. IUD/PPIUD (%)",2.9,4.7,4.4,2.1,"Meghalaya","","","",""
"1867","33. Pill (%)",6,8.9,8.3,11.7,"Meghalaya","","","",""
"1868","34. Condom (%)",3.9,2.4,2.7,1.3,"Meghalaya","","","",""
"1869","35. Injectables (%)",0.7,1.2,1.1,0.6,"Meghalaya","","","",""
"1870","36. Total unmet need7 (%)",21.9,28.2,26.9,21.2,"Meghalaya","","","",""
"1871","37. Unmet need for spacing7 (%)",13.3,19.5,18.3,15.3,"Meghalaya","","","",""
"1872","38. Health worker ever talked to female non-users about family planning (%)",18.7,30.4,27.4,24.2,"Meghalaya","","","",""
"1873","39. Current users ever told about side effects of current method8 (%)",61.4,68.4,67.2,61.3,"Meghalaya","","","",""
"1874","40. Mothers who had an antenatal check-up in the first trimester (%)",63.2,52.3,53.9,53.3,"Meghalaya","","","",""
"1875","41. Mothers who had at least 4 antenatal care visits (%)",67.5,49.6,52.2,50,"Meghalaya","","","",""
"1876","42. Mothers whose last birth was protected against neonatal tetanus9 (%)",84.8,81.6,82.1,79.2,"Meghalaya","","","",""
"1877","43. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",47.5,42.3,43.1,36.2,"Meghalaya","","","",""
"1878","44. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",28.7,19.2,20.6,13,"Meghalaya","","","",""
"1879","45. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",87.5,94.3,93.3,93.6,"Meghalaya","","","",""
"1880","46. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",54.8,42,43.9,47.5,"Meghalaya","","","",""
"1881","47. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",3353,3190,3219,3319,"Meghalaya","","","",""
"1882","48. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",0,1.6,1.6,1.4,"Meghalaya","","","",""
"1883","49. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",59.1,42.5,44.9,NA,"Meghalaya","","","",""
"1884","50. Institutional births (%)",82.7,54.3,58.1,51.4,"Meghalaya","","","",""
"1885","51. Institutional births in public facility (%)",57.4,47.9,49.1,39.5,"Meghalaya","","","",""
"1886","52. Home births that were conducted by skilled health personnel10 (%)",2.2,7.3,6.6,2.6,"Meghalaya","","","",""
"1887","53. Births attended by skilled health personnel10 (%)",82.4,61.2,64,53.8,"Meghalaya","","","",""
"1888","54. Births delivered by caesarean section (%)",21.6,6.1,8.2,7.6,"Meghalaya","","","",""
"1889","55. Births in a private health facility that were delivered by caesarean section (%)",51,34.6,40.8,31.4,"Meghalaya","","","",""
"1890","56. Births in a public health facility that were delivered by caesarean section (%)",15.2,8.1,9.2,9.8,"Meghalaya","","","",""
"1891","57. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",58.3,64.7,63.8,61.4,"Meghalaya","","","",""
"1892","58. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",76,80.5,80,81.3,"Meghalaya","","","",""
"1893","59. Children age 12-23 months who have received BCG (%)",93.1,88.7,89.3,85.9,"Meghalaya","","","",""
"1894","60. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",63.5,69.3,68.5,71,"Meghalaya","","","",""
"1895","61. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",69.6,73.7,73.1,73.9,"Meghalaya","","","",""
"1896","62. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",70.4,72.8,72.5,71.8,"Meghalaya","","","",""
"1897","63. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",12.2,14.5,14.2,NA,"Meghalaya","","","",""
"1898","64. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",5.5,3.9,4.1,NA,"Meghalaya","","","",""
"1899","65. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",56,67.3,65.7,62.8,"Meghalaya","","","",""
"1900","66. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",69.3,59.7,61,57.8,"Meghalaya","","","",""
"1901","67. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",78.3,96.1,93.6,92.4,"Meghalaya","","","",""
"1902","68. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",17,1.3,3.5,4.9,"Meghalaya","","","",""
"1903","69. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",11.8,10.2,10.4,10.6,"Meghalaya","","","",""
"1904","70. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",60.9,75.5,73.2,77.4,"Meghalaya","","","",""
"1905","71. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",42.2,40.2,40.5,57.8,"Meghalaya","","","",""
"1906","72. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",69.1,69.2,69.2,69.9,"Meghalaya","","","",""
"1907","73. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",5.8,4.7,4.8,5.8,"Meghalaya","","","",""
"1908","74. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",66.6,74,72.9,74.9,"Meghalaya","","","",""
"1909","75. Children under age 3 years breastfed within one hour of birth15 (%)",70.8,79.9,78.8,60.6,"Meghalaya","","","",""
"1910","76. Children under age 6 months exclusively breastfed16 (%)",64.5,39.2,42.7,35.8,"Meghalaya","Based on 25-49 unweighted cases","","",""
"1911","77. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,66.2,66.8,67.4,"Meghalaya","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"1912","78. Breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",37.5,28,29,24.2,"Meghalaya","","","",""
"1913","79. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",43.7,30.1,32.5,19.5,"Meghalaya","Based on 25-49 unweighted cases","","",""
"1914","80. Total children age 6-23 months receiving an adequate diet16, 17 (%)",39.5,28.4,29.8,23.5,"Meghalaya","","","",""
"1915","81. Children under 5 years who are stunted (height-for-age)18 (%)",35.1,48.2,46.5,43.8,"Meghalaya","","","",""
"1916","82. Children under 5 years who are wasted (weight-for-height)18 (%)",13,12,12.1,15.3,"Meghalaya","","","",""
"1917","83. Children under 5 years who are severely wasted (weight-for-height)19 (%)",4.6,4.7,4.7,6.5,"Meghalaya","","","",""
"1918","84. Children under 5 years who are underweight (weight-for-age)18 (%)",22.2,27.3,26.6,28.9,"Meghalaya","","","",""
"1919","85. Children under 5 years who are overweight (weight-for-height)20 (%)",4.2,4,4,3.9,"Meghalaya","","","",""
"1920","86. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",10.2,11,10.8,12.1,"Meghalaya","","","",""
"1921","87. Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%)",8.6,9.1,9,11.6,"Meghalaya","","","",""
"1922","88. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",17.9,9.7,11.5,12.2,"Meghalaya","","","",""
"1923","89. Men who are overweight or obese (BMI ≥25.0 kg/m2) (%)",30.2,10.6,13.9,10.1,"Meghalaya","","","",""
"1924","90. Women who have high risk waist-to-hip ratio (≥0.85) (%)",55.7,61.9,60.6,NA,"Meghalaya","","","",""
"1925","91. Men who have high risk waist-to-hip ratio (≥0.90) (%)",28.5,24,24.7,NA,"Meghalaya","","","",""
"1926","92. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",38.8,46,45.1,48,"Meghalaya","","","",""
"1927","93. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",52.4,54.9,54.4,56.4,"Meghalaya","","","",""
"1928","94. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",40.2,45.9,45,53.3,"Meghalaya","","","",""
"1929","95. All women age 15-49 years who are anaemic22 (%)",51.8,54.3,53.8,56.2,"Meghalaya","","","",""
"1930","96. All women age 15-19 years who are anaemic22 (%)",44.6,54.6,52.5,52.1,"Meghalaya","","","",""
"1931","97. Men age 15-49 years who are anaemic (<13.0 g/dl)22 (%)",16.1,27.4,25.5,32.4,"Meghalaya","","","",""
"1932","98. Men age 15-19 years who are anaemic (<13.0 g/dl)22 (%)",7.4,35,30.1,25.2,"Meghalaya","Based on 25-49 unweighted cases","","",""
"1933","99. Blood sugar level - high (141-160 mg/dl)23 (%)",3,5.5,5,NA,"Meghalaya","","","",""
"1934","100. Blood sugar level - very high (>160 mg/dl)23 (%)",4.8,2.5,3,NA,"Meghalaya","","","",""
"1935","101. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",10.3,9.3,9.5,NA,"Meghalaya","","","",""
"1936","102. Blood sugar level - high (141-160 mg/dl)23 (%)",6.6,9,8.6,NA,"Meghalaya","","","",""
"1937","103. Blood sugar level - very high (>160 mg/dl)23 (%)",7.6,3.5,4.2,NA,"Meghalaya","","","",""
"1938","104. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",16,13.4,13.9,NA,"Meghalaya","","","",""
"1939","105. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",13.6,9,10,NA,"Meghalaya","","","",""
"1940","106. Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%)",4.9,3.6,3.9,NA,"Meghalaya","","","",""
"1941","107. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",24.6,17.1,18.7,NA,"Meghalaya","","","",""
"1942","108. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",17.8,13.3,14.2,NA,"Meghalaya","","","",""
"1943","109. Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%)",5.8,3.4,3.8,NA,"Meghalaya","","","",""
"1944","110. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",28.5,19.9,21.4,NA,"Meghalaya","","","",""
"1945","111. Ever undergone a screening test for cervical cancer (%)",0.6,0.6,0.6,NA,"Meghalaya","","","",""
"1946","112. Ever undergone a breast examination for breast cancer (%)",1.3,0.2,0.5,NA,"Meghalaya","","","",""
"1947","113. Ever undergone an oral cavity examination for oral cancer (%)",0.4,0.4,0.4,NA,"Meghalaya","","","",""
"1948","114. Ever undergone an oral cavity examination for oral cancer (%)",2.3,0.9,1.2,NA,"Meghalaya","","","",""
"1949","115. Women who have comprehensive knowledge24 of HIV/AIDS (%)",23.8,11.8,14.5,13.3,"Meghalaya","","","",""
"1950","116. Men who have comprehensive knowledge24 of HIV/AIDS (%)",32.5,11.9,15.9,14.2,"Meghalaya","","","",""
"1951","117. Women who know that consistent condom use can reduce the chance of getting HIV/AIDS (%)",60.6,52.2,54.1,47,"Meghalaya","","","",""
"1952","118. Men who know that consistent condom use can reduce the chance of getting HIV/AIDS (%)",70.6,60.8,62.7,52.1,"Meghalaya","","","",""
"1953","119. Currently married women who usually participate in three household decisions25 (%)",93.3,92,92.3,91.4,"Meghalaya","","","",""
"1954","120. Women who worked in the last 12 months and were paid in cash (%)",43.1,39.1,40,35.9,"Meghalaya","","","",""
"1955","121. Women owning a house and/or land (alone or jointly with others) (%)",47.8,70.1,65,57.3,"Meghalaya","","","",""
"1956","122. Women having a bank or savings account that they themselves use (%)",78,68.2,70.4,54.4,"Meghalaya","","","",""
"1957","123. Women having a mobile phone that they themselves use (%)",78.2,64.3,67.5,64.3,"Meghalaya","","","",""
"1958","124. Women age 15-24 years who use hygienic methods of protection during their menstrual period26 (%)",85,59.1,64.9,63.7,"Meghalaya","","","",""
"1959","125. Ever-married women age 18-49 years who have ever experienced spousal violence27 (%)",23.2,14.2,16,28.8,"Meghalaya","","","",""
"1960","126. Ever-married women age 18-49 years who have experienced physical violence during any pregnancy (%)",2.5,1.4,1.6,0.4,"Meghalaya","","","",""
"1961","127. Young women age 18-29 years who experienced sexual violence by age 18 (%)",7.9,6.4,6.7,5.1,"Meghalaya","","","",""
"1962","128. Women age 15 years and above who use any kind of tobacco (%)",27.2,28.5,28.2,NA,"Meghalaya","","","",""
"1963","129. Men age 15 years and above who use any kind of tobacco (%)",47,60.6,57.7,NA,"Meghalaya","","","",""
"1964","130. Women age 15 years and above who consume alcohol (%)",1,1.6,1.5,NA,"Meghalaya","","","",""
"1965","131. Men age 15 years and above who consume alcohol (%)",28.5,33.5,32.4,NA,"Meghalaya","","","",""
"1966","1. Female population age 6 years and above who ever attended school (%)",88.4,81.2,84,81.7,"Manipur","","","",""
