"state","Indicator","Urban","Rural","Total","NFHS4","Flag_Urban","Flag_Rural","Flag_Total","Flag_NFHS4"
"Uttar Pradesh","38. Health worker ever talked to female non-users about family planning (%)",23.8,25.6,25.1,12.8,"","","",""
"Uttar Pradesh","39. Current users ever told about side effects of current method8 (%)",71.7,70.4,70.6,47.5,"","","",""
"Uttar Pradesh","40. Mothers who had an antenatal check-up in the first trimester (%)",70.8,60.2,62.5,45.9,"","","",""
"Uttar Pradesh","41. Mothers who had at least 4 antenatal care visits (%)",52.3,39.6,42.4,26.4,"","","",""
"Uttar Pradesh","42. Mothers whose last birth was protected against neonatal tetanus9 (%)",93.7,91.6,92.1,86.5,"","","",""
"Uttar Pradesh","43. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",29.8,20.2,22.3,12.9,"","","",""
"Uttar Pradesh","44. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",14.1,8.5,9.7,3.9,"","","",""
"Uttar Pradesh","45. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",95.1,95.8,95.7,79.8,"","","",""
"Uttar Pradesh","46. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",79.2,70,72,54,"","","",""
"Uttar Pradesh","47. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",3252,2117,2300,1956,"","","",""
"Uttar Pradesh","48. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",2.2,2.4,2.4,0.8,"","","",""
"Uttar Pradesh","49. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",77.9,68.1,70.2,NA,"","","",""
"Uttar Pradesh","50. Institutional births (%)",85.5,82.9,83.4,67.8,"","","",""
"Uttar Pradesh","51. Institutional births in public facility (%)",43.1,61.5,57.7,44.5,"","","",""
"Uttar Pradesh","52. Home births that were conducted by skilled health personnel10 (%)",5.2,4.6,4.7,4.1,"","","",""
"Uttar Pradesh","53. Births attended by skilled health personnel10 (%)",88.4,83.8,84.8,70.4,"","","",""
"Uttar Pradesh","54. Births delivered by caesarean section (%)",24.2,11,13.7,9.4,"","","",""
"Uttar Pradesh","55. Births in a private health facility that were delivered by caesarean section (%)",42.6,37.8,39.4,31.3,"","","",""
"Uttar Pradesh","56. Births in a public health facility that were delivered by caesarean section (%)",14.4,4.7,6.2,4.7,"","","",""
"Uttar Pradesh","57. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",67.2,70.2,69.6,51.1,"","","",""
"Uttar Pradesh","58. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",76.6,78.8,78.4,66.2,"","","",""
"Uttar Pradesh","59. Children age 12-23 months who have received BCG (%)",92,93.6,93.2,87.6,"","","",""
"Uttar Pradesh","60. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",71.4,75.1,74.3,68.3,"","","",""
"Uttar Pradesh","61. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",78.4,81.5,80.8,66.5,"","","",""
"Uttar Pradesh","62. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",81,83.9,83.3,70.8,"","","",""
"Uttar Pradesh","63. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",28.9,30.5,30.2,NA,"","","",""
"Uttar Pradesh","64. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",53.5,47.9,49.1,NA,"","","",""
"Uttar Pradesh","65. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",76.5,78.8,78.3,52.8,"","","",""
"Uttar Pradesh","66. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",73.1,74.1,73.9,43.8,"","","",""
"Uttar Pradesh","67. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",89.7,95.6,94.4,84.5,"","","",""
"Uttar Pradesh","68. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",6.7,1,2.2,5.1,"","","",""
"Uttar Pradesh","69. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",5.2,5.7,5.6,15,"","","",""
"Uttar Pradesh","70. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",47.5,51.5,50.7,37.9,"","","",""
"Uttar Pradesh","71. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",29.7,28.2,28.5,12.6,"","","",""
"Uttar Pradesh","72. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",73.3,69.1,69.9,66.7,"","","",""
"Uttar Pradesh","73. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",2.7,3.8,3.5,4.7,"","","",""
"Uttar Pradesh","74. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",67.2,62.1,63,71.3,"","","",""
"Uttar Pradesh","75. Children under age 3 years breastfed within one hour of birth15 (%)",24.9,23.7,23.9,25.2,"","","",""
"Uttar Pradesh","76. Children under age 6 months exclusively breastfed16 (%)",54.8,60.9,59.7,41.6,"","","",""
"Uttar Pradesh","77. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",35.9,29.9,31,32.6,"","","",""
"Uttar Pradesh","78. Breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",6.7,5.7,5.9,5.3,"","","",""
"Uttar Pradesh","79. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",7.4,6.8,7,5.3,"","","",""
"Uttar Pradesh","80. Total children age 6-23 months receiving an adequate diet16, 17 (%)",6.8,5.9,6.1,5.3,"","","",""
"Uttar Pradesh","81. Children under 5 years who are stunted (height-for-age)18 (%)",33,41.3,39.7,46.3,"","","",""
"Uttar Pradesh","82. Children under 5 years who are wasted (weight-for-height)18 (%)",18.7,17,17.3,17.9,"","","",""
"Uttar Pradesh","83. Children under 5 years who are severely wasted (weight-for-height)19 (%)",8.2,7.1,7.3,6,"","","",""
"Uttar Pradesh","84. Children under 5 years who are underweight (weight-for-age)18 (%)",28.2,33.1,32.1,39.5,"","","",""
"Uttar Pradesh","85. Children under 5 years who are overweight (weight-for-height)20 (%)",3.6,2.9,3.1,1.5,"","","",""
"Uttar Pradesh","86. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",13.6,20.8,19,25.3,"","","",""
"Uttar Pradesh","87. Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%)",13.4,19.5,17.9,25.9,"","","",""
"Uttar Pradesh","88. Women who are overweight or obese (BMI >25.0 kg/m2)21 (%)",30.6,18.3,21.3,16.5,"","","",""
"Uttar Pradesh","89. Men who are overweight or obese (BMI >25.0 kg/m2) (%)",24.9,16.2,18.5,12.5,"","","",""
"Uttar Pradesh","90. Women who have high risk waist-to-hip ratio (>0.85) (%)",61.7,55.2,56.8,NA,"","","",""
"Uttar Pradesh","91. Men who have high risk waist-to-hip ratio (>0.90) (%)",56.2,50.6,52.1,NA,"","","",""
"Uttar Pradesh","92. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",65.3,66.7,66.4,63.2,"","","",""
"Uttar Pradesh","93. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",50.5,50.7,50.6,52.5,"","","",""
"Uttar Pradesh","94. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",37.1,47.9,45.9,51,"","","",""
"Uttar Pradesh","95. All women age 15-49 years who are anaemic22 (%)",50.1,50.5,50.4,52.4,"","","",""
"Uttar Pradesh","96. All women age 15-19 years who are anaemic22 (%)",53.4,52.8,52.9,53.7,"","","",""
"Uttar Pradesh","97. Men age 15-49 years who are anaemic (<13.0 g/dl)22 (%)",18,22.7,21.5,23.7,"","","",""
"Uttar Pradesh","98. Men age 15-19 years who are anaemic (<13.0 g/dl)22 (%)",22.5,29.9,28.2,31.5,"","","",""
"Uttar Pradesh","99. Blood sugar level - high (141-160 mg/dl)23 (%)",5,4.7,4.7,NA,"","","",""
"Uttar Pradesh","100. Blood sugar level - very high (>160 mg/dl)23 (%)",5.6,4.2,4.5,NA,"","","",""
"Uttar Pradesh","101. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",11.3,9.6,10,NA,"","","",""
"Uttar Pradesh","102. Blood sugar level - high (141-160 mg/dl)23 (%)",6.1,5.7,5.8,NA,"","","",""
"Uttar Pradesh","103. Blood sugar level - very high (>160 mg/dl)23 (%)",6.1,4.6,5,NA,"","","",""
"Uttar Pradesh","104. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",13.2,11.1,11.6,NA,"","","",""
"Uttar Pradesh","105. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",13.2,11,11.5,NA,"","","",""
"Uttar Pradesh","106. Moderately or severely elevated blood pressure (Systolic >160 mm of Hg and/or Diastolic >100 mm of Hg) (%)",5.5,4.7,4.9,NA,"","","",""
"Uttar Pradesh","107. Elevated blood pressure (Systolic >140 mm of Hg and/or Diastolic >90 mm of Hg) or taking medicine to control blood pressure (%)",20.9,17.6,18.4,NA,"","","",""
"Uttar Pradesh","108. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",17.3,14.5,15.2,NA,"","","",""
"Uttar Pradesh","109. Moderately or severely elevated blood pressure (Systolic >160 mm of Hg and/or Diastolic >100 mm of Hg) (%)",6,5,5.2,NA,"","","",""
"Uttar Pradesh","110. Elevated blood pressure (Systolic >140 mm of Hg and/or Diastolic >90 mm of Hg) or taking medicine to control blood pressure (%)",24.8,20.7,21.7,NA,"","","",""
"Uttar Pradesh","111. Ever undergone a screening test for cervical cancer (%)",1.1,1.7,1.5,NA,"","","",""
"Uttar Pradesh","112. Ever undergone a breast examination for breast cancer (%)",0.4,0.4,0.4,NA,"","","",""
"Uttar Pradesh","113. Ever undergone an oral cavity examination for oral cancer (%)",0.6,0.6,0.6,NA,"","","",""
"Uttar Pradesh","114. Ever undergone an oral cavity examination for oral cancer (%)",1,1.2,1.1,NA,"","","",""
"Uttar Pradesh","115. Women who have comprehensive knowledge24 of HIV/AIDS (%)",18.3,11.5,13.1,17.5,"","","",""
"Uttar Pradesh","116. Men who have comprehensive knowledge24 of HIV/AIDS (%)",25.5,20.8,22.1,26.2,"","","",""
"Uttar Pradesh","117. Women who know that consistent condom use can reduce the chance of getting HIV/AIDS (%)",71.4,62.5,64.6,47.4,"","","",""
"Uttar Pradesh","118. Men who know that consistent condom use can reduce the chance of getting HIV/AIDS (%)",80.7,77.3,78.2,73.1,"","","",""
"Uttar Pradesh","119. Currently married women who usually participate in three household decisions25 (%)",90.1,86.8,87.6,81.7,"","","",""
"Uttar Pradesh","120. Women who worked in the last 12 months and were paid in cash (%)",17.7,14.8,15.5,16.6,"","","",""
"Uttar Pradesh","121. Women owning a house and/or land (alone or jointly with others) (%)",46.8,53.5,51.9,34.2,"","","",""
"Uttar Pradesh","122. Women having a bank or savings account that they themselves use (%)",79.8,74.1,75.4,54.6,"","","",""
"Uttar Pradesh","123. Women having a mobile phone that they themselves use (%)",59.9,42.4,46.5,37.1,"","","",""
"Uttar Pradesh","124. Women age 15-24 years who use hygienic methods of protection during their menstrual period26 (%)",86.7,68.4,72.6,47.1,"","","",""
"Uttar Pradesh","125. Ever-married women age 18-49 years who have ever experienced spousal violence27 (%)",32.7,35.5,34.8,36.7,"","","",""
"Uttar Pradesh","126. Ever-married women age 18-49 years who have experienced physical violence during any pregnancy (%)",3.1,3.8,3.7,4.3,"","","",""
"Uttar Pradesh","127. Young women age 18-29 years who experienced sexual violence by age 18 (%)",0.6,0.7,0.7,1.1,"","","",""
"Uttar Pradesh","128. Women age 15 years and above who use any kind of tobacco (%)",6.5,9.1,8.4,NA,"","","",""
"Uttar Pradesh","129. Men age 15 years and above who use any kind of tobacco (%)",34.7,47.6,44.1,NA,"","","",""
"Uttar Pradesh","130. Women age 15 years and above who consume alcohol (%)",0.3,0.3,0.3,NA,"","","",""
"Uttar Pradesh","131. Men age 15 years and above who consume alcohol (%)",13.2,15.1,14.6,NA,"","","",""
"Uttarakhand","1. Female population age 6 years and above who ever attended school (%)",82.4,72,75.2,72.7,"","","",""
"Uttarakhand","2. Population below age 15 years (%)",24.7,27.1,26.3,28.9,"","","",""
"Uttarakhand","3. Sex ratio of the total population (females per 1,000 males)",943,1052,1016,1015,"","","",""
"Uttarakhand","4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",1094,937,984,888,"","","",""
"Uttarakhand","5. Children under age 5 years whose birth was registered with the civil authority (%)",92.2,91.8,91.9,76.7,"","","",""
"Uttarakhand","6. Deaths in the last 3 years registered with the civil authority (%)",81.4,68.4,72.3,NA,"","","",""
"Uttarakhand","7. Population living in households with electricity (%)",99.7,99.6,99.6,97.8,"","","",""
"Uttarakhand","8. Population living in households with an improved drinking-water source1 (%)",99.6,94.2,95.9,93.6,"","","",""
"Uttarakhand","9. Population living in households that use an improved sanitation facility2 (%)",81,77.7,78.8,66.2,"","","",""
"Uttarakhand","10. Households using clean fuel for cooking3 (%)",92.9,42.9,59.2,51,"","","",""
"Uttarakhand","11. Households using iodized salt (%)",95.4,92.2,93.2,95.3,"","","",""
"Uttarakhand","12. Households with any usual member covered under a health insurance/financing scheme (%)",61.6,62.9,62.5,19.5,"","","",""
"Uttarakhand","13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",35.8,32.2,33.2,NA,"","","",""
"Uttarakhand","14. Women who are literate4 (%)",83.4,78,79.8,NA,"","","",""
"Uttarakhand","15. Men who are literate4 (%)",87.5,90.1,89.3,NA,"","","",""
"Uttarakhand","16. Women with 10 or more years of schooling (%)",59.4,46,50.4,44.6,"","","",""
"Uttarakhand","17. Men with 10 or more years of schooling (%)",62.2,58.7,59.8,53.6,"","","",""
"Uttarakhand","18. Women who have ever used the internet (%)",58.4,39.4,45.1,NA,"","","",""
"Uttarakhand","19. Men who have ever used the internet (%)",82.1,71.2,74.6,NA,"","","",""
"Uttarakhand","20. Women age 20-24 years married before age 18 years (%)",10,9.8,9.8,13.8,"","","",""
"Uttarakhand","21. Men age 25-29 years married before age 21 years (%)",21,13.8,16.7,17.1,"","","",""
"Uttarakhand","22. Total fertility rate (children per woman)",1.8,1.9,1.9,2.1,"","","",""
"Uttarakhand","23. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",2.1,2.6,2.5,2.8,"","","",""
"Uttarakhand","24. Adolescent fertility rate for women age 15-19 years5",17,21,19,23,"","","",""
"Uttarakhand","25. Neonatal mortality rate (NNMR)",36.2,30.6,32.4,27.9,"","","",""
"Uttarakhand","26. Infant mortality rate (IMR)",38.3,39.5,39.1,39.7,"","","",""
"Uttarakhand","27. Under-five mortality rate (U5MR)",46.2,45.3,45.6,46.5,"","","",""
"Uttarakhand","28. Any method6 (%)",73.5,69.5,70.8,53.4,"","","",""
"Uttarakhand","29. Any modern method6 (%)",59.5,57.1,57.8,49.3,"","","",""
"Uttarakhand","30. Female sterilization (%)",17.8,29.8,26,27.4,"","","",""
"Uttarakhand","31. Male sterilization (%)",0.2,0.9,0.7,0.7,"","","",""
"Uttarakhand","32. IUD/PPIUD (%)",2,1.3,1.5,1.6,"","","",""
"Uttarakhand","33. Pill (%)",2.6,2.7,2.7,3.2,"","","",""
"Uttarakhand","34. Condom (%)",35.4,21,25.6,16.1,"","","",""
"Uttarakhand","35. Injectables (%)",0.6,0.3,0.4,0.2,"","","",""
"Uttarakhand","36. Total unmet need7 (%)",6.5,9.9,8.8,15.5,"","","",""
"Uttarakhand","37. Unmet need for spacing7 (%)",2.3,3.6,3.2,5.2,"","","",""
"Uttarakhand","38. Health worker ever talked to female non-users about family planning (%)",20.3,20.1,20.2,15.2,"","","",""
"Uttarakhand","39. Current users ever told about side effects of current method8 (%)",62,60.3,60.7,45.4,"","","",""
"Uttarakhand","40. Mothers who had an antenatal check-up in the first trimester (%)",74.6,66,68.8,53.5,"","","",""
"Uttarakhand","41. Mothers who had at least 4 antenatal care visits (%)",71,57.3,61.8,30.9,"","","",""
"Uttarakhand","42. Mothers whose last birth was protected against neonatal tetanus9 (%)",95.2,92.8,93.6,91.4,"","","",""
"Uttarakhand","43. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",52.1,43.8,46.6,24.9,"","","",""
"Uttarakhand","44. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",28.7,23.2,25,7.2,"","","",""
"Uttarakhand","45. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",97.5,96.9,97.1,93.4,"","","",""
"Uttarakhand","46. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",84,75,78,54.8,"","","",""
"Uttarakhand","47. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",3124,3447,3343,2618,"","","",""
"Uttarakhand","48. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",7.7,1.7,3.1,2.4,"","","",""
"Uttarakhand","49. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",84.1,76.4,78.9,NA,"","","",""
"Uttarakhand","50. Institutional births (%)",89.4,80.4,83.2,68.6,"","","",""
"Uttarakhand","51. Institutional births in public facility (%)",52.3,53.8,53.3,43.8,"","","",""
"Uttarakhand","52. Home births that were conducted by skilled health personnel10 (%)",1.3,4.4,3.4,4.6,"","","",""
"Uttarakhand","53. Births attended by skilled health personnel10 (%)",86.6,82.4,83.7,71.2,"","","",""
"Uttarakhand","54. Births delivered by caesarean section (%)",28.6,16.7,20.4,13.1,"","","",""
"Uttarakhand","55. Births in a private health facility that were delivered by caesarean section (%)",47,40.9,43.3,36.4,"","","",""
"Uttarakhand","56. Births in a public health facility that were delivered by caesarean section (%)",21.4,10.7,14,9.3,"","","",""
